industry,period,year,month,uom,measure_value,geo,measure,measure_yoy_change_percent
Convenience retailers and vending machine operators [44513],2017-01-01,2017,1,Dollars,670.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-02-01,2017,2,Dollars,676.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-03-01,2017,3,Dollars,658.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-04-01,2017,4,Dollars,660.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-05-01,2017,5,Dollars,653.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-06-01,2017,6,Dollars,656.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-07-01,2017,7,Dollars,656.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-08-01,2017,8,Dollars,647.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-09-01,2017,9,Dollars,668.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-10-01,2017,10,Dollars,676.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-11-01,2017,11,Dollars,667.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2017-12-01,2017,12,Dollars,651.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Convenience retailers and vending machine operators [44513],2018-01-01,2018,1,Dollars,651.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.8358208955223896
Convenience retailers and vending machine operators [44513],2018-02-01,2018,2,Dollars,656.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.9585798816568087
Convenience retailers and vending machine operators [44513],2018-03-01,2018,3,Dollars,659.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.1519756838905817
Convenience retailers and vending machine operators [44513],2018-04-01,2018,4,Dollars,649.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.6666666666666718
Convenience retailers and vending machine operators [44513],2018-05-01,2018,5,Dollars,675.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.369065849923425
Convenience retailers and vending machine operators [44513],2018-06-01,2018,6,Dollars,667.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.67682926829269
Convenience retailers and vending machine operators [44513],2018-07-01,2018,7,Dollars,698.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),6.4024390243902385
Convenience retailers and vending machine operators [44513],2018-08-01,2018,8,Dollars,672.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.863987635239563
Convenience retailers and vending machine operators [44513],2018-09-01,2018,9,Dollars,666.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.29940119760478723
Convenience retailers and vending machine operators [44513],2018-10-01,2018,10,Dollars,671.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.7396449704141994
Convenience retailers and vending machine operators [44513],2018-11-01,2018,11,Dollars,669.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.2998500749625155
Convenience retailers and vending machine operators [44513],2018-12-01,2018,12,Dollars,653.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.3072196620583778
Convenience retailers and vending machine operators [44513],2019-01-01,2019,1,Dollars,623.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.3010752688172005
Convenience retailers and vending machine operators [44513],2019-02-01,2019,2,Dollars,628.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.268292682926833
Convenience retailers and vending machine operators [44513],2019-03-01,2019,3,Dollars,626.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.00758725341427
Convenience retailers and vending machine operators [44513],2019-04-01,2019,4,Dollars,609.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.1633281972265035
Convenience retailers and vending machine operators [44513],2019-05-01,2019,5,Dollars,605.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-10.370370370370374
Convenience retailers and vending machine operators [44513],2019-06-01,2019,6,Dollars,606.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.145427286356822
Convenience retailers and vending machine operators [44513],2019-07-01,2019,7,Dollars,600.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-14.04011461318052
Convenience retailers and vending machine operators [44513],2019-08-01,2019,8,Dollars,606.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.82142857142857
Convenience retailers and vending machine operators [44513],2019-09-01,2019,9,Dollars,602.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.609609609609615
Convenience retailers and vending machine operators [44513],2019-10-01,2019,10,Dollars,596.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-11.177347242921009
Convenience retailers and vending machine operators [44513],2019-11-01,2019,11,Dollars,605.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.566517189835578
Convenience retailers and vending machine operators [44513],2019-12-01,2019,12,Dollars,618.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.359877488514552
Convenience retailers and vending machine operators [44513],2020-01-01,2020,1,Dollars,603.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.21027287319422
Convenience retailers and vending machine operators [44513],2020-02-01,2020,2,Dollars,604.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.821656050955413
Convenience retailers and vending machine operators [44513],2020-03-01,2020,3,Dollars,612.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.2364217252396124
Convenience retailers and vending machine operators [44513],2020-04-01,2020,4,Dollars,642.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),5.418719211822665
Convenience retailers and vending machine operators [44513],2020-05-01,2020,5,Dollars,704.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),16.36363636363636
Convenience retailers and vending machine operators [44513],2020-06-01,2020,6,Dollars,647.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),6.765676567656764
Convenience retailers and vending machine operators [44513],2020-07-01,2020,7,Dollars,641.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),6.833333333333336
Convenience retailers and vending machine operators [44513],2020-08-01,2020,8,Dollars,631.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),4.1254125412541365
Convenience retailers and vending machine operators [44513],2020-09-01,2020,9,Dollars,634.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),5.31561461794019
Convenience retailers and vending machine operators [44513],2020-10-01,2020,10,Dollars,632.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),6.040268456375841
Convenience retailers and vending machine operators [44513],2020-11-01,2020,11,Dollars,664.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.752066115702473
Convenience retailers and vending machine operators [44513],2020-12-01,2020,12,Dollars,661.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),6.957928802588986
Convenience retailers and vending machine operators [44513],2021-01-01,2021,1,Dollars,672.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),11.442786069651746
Convenience retailers and vending machine operators [44513],2021-02-01,2021,2,Dollars,659.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),9.10596026490067
Convenience retailers and vending machine operators [44513],2021-03-01,2021,3,Dollars,662.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),8.169934640522868
Convenience retailers and vending machine operators [44513],2021-04-01,2021,4,Dollars,657.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.336448598130847
Convenience retailers and vending machine operators [44513],2021-05-01,2021,5,Dollars,639.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.232954545454541
Convenience retailers and vending machine operators [44513],2021-06-01,2021,6,Dollars,652.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.7727975270479082
Convenience retailers and vending machine operators [44513],2021-07-01,2021,7,Dollars,594.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-7.332293291731673
Convenience retailers and vending machine operators [44513],2021-08-01,2021,8,Dollars,626.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.7923930269413626
Convenience retailers and vending machine operators [44513],2021-09-01,2021,9,Dollars,632.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.3154574132492094
Convenience retailers and vending machine operators [44513],2021-10-01,2021,10,Dollars,622.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.5822784810126556
Convenience retailers and vending machine operators [44513],2021-11-01,2021,11,Dollars,615.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-7.37951807228916
Convenience retailers and vending machine operators [44513],2021-12-01,2021,12,Dollars,602.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.925869894099847
Convenience retailers and vending machine operators [44513],2022-01-01,2022,1,Dollars,624.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-7.14285714285714
Convenience retailers and vending machine operators [44513],2022-02-01,2022,2,Dollars,609.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-7.587253414264039
Convenience retailers and vending machine operators [44513],2022-03-01,2022,3,Dollars,596.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.969788519637458
Convenience retailers and vending machine operators [44513],2022-04-01,2022,4,Dollars,585.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-10.95890410958904
Convenience retailers and vending machine operators [44513],2022-05-01,2022,5,Dollars,602.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.790297339593109
Convenience retailers and vending machine operators [44513],2022-06-01,2022,6,Dollars,593.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-9.04907975460123
Convenience retailers and vending machine operators [44513],2022-07-01,2022,7,Dollars,565.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.882154882154888
Convenience retailers and vending machine operators [44513],2022-08-01,2022,8,Dollars,575.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.146964856230031
Convenience retailers and vending machine operators [44513],2022-09-01,2022,9,Dollars,565.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-10.60126582278481
Convenience retailers and vending machine operators [44513],2022-10-01,2022,10,Dollars,569.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.520900321543412
Convenience retailers and vending machine operators [44513],2022-11-01,2022,11,Dollars,561.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.780487804878046
Convenience retailers and vending machine operators [44513],2022-12-01,2022,12,Dollars,530.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-11.960132890365449
Convenience retailers and vending machine operators [44513],2023-01-01,2023,1,Dollars,576.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-7.692307692307687
Convenience retailers and vending machine operators [44513],2023-02-01,2023,2,Dollars,576.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.418719211822665
Convenience retailers and vending machine operators [44513],2023-03-01,2023,3,Dollars,576.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.3557046979865723
Convenience retailers and vending machine operators [44513],2023-04-01,2023,4,Dollars,575.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.7094017094017144
Convenience retailers and vending machine operators [44513],2023-05-01,2023,5,Dollars,568.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.6478405315614655
Convenience retailers and vending machine operators [44513],2023-06-01,2023,6,Dollars,560.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.564924114671166
Convenience retailers and vending machine operators [44513],2023-07-01,2023,7,Dollars,563.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.3539823008849585
Convenience retailers and vending machine operators [44513],2023-08-01,2023,8,Dollars,567.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.3913043478260834
Convenience retailers and vending machine operators [44513],2023-09-01,2023,9,Dollars,577.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.123893805309729
Convenience retailers and vending machine operators [44513],2023-10-01,2023,10,Dollars,558.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.9332161687170446
Convenience retailers and vending machine operators [44513],2023-11-01,2023,11,Dollars,580.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.3868092691622165
Convenience retailers and vending machine operators [44513],2023-12-01,2023,12,Dollars,583.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),10.000000000000009
Convenience retailers and vending machine operators [44513],2024-01-01,2024,1,Dollars,582.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.041666666666674
Convenience retailers and vending machine operators [44513],2024-02-01,2024,2,Dollars,589.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.256944444444442
Convenience retailers and vending machine operators [44513],2024-03-01,2024,3,Dollars,570.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.041666666666663
Convenience retailers and vending machine operators [44513],2024-04-01,2024,4,Dollars,550.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.347826086956519
Convenience retailers and vending machine operators [44513],2024-05-01,2024,5,Dollars,550.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.169014084507038
Convenience retailers and vending machine operators [44513],2024-06-01,2024,6,Dollars,537.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.107142857142854
Convenience retailers and vending machine operators [44513],2024-07-01,2024,7,Dollars,543.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.5523978685612745
Convenience retailers and vending machine operators [44513],2024-08-01,2024,8,Dollars,538.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.114638447971787
Convenience retailers and vending machine operators [44513],2024-09-01,2024,9,Dollars,542.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.065857885615255
Convenience retailers and vending machine operators [44513],2024-10-01,2024,10,Dollars,539.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.405017921146958
Convenience retailers and vending machine operators [44513],2024-11-01,2024,11,Dollars,548.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.517241379310345
Convenience retailers and vending machine operators [44513],2024-12-01,2024,12,Dollars,531.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.919382504288166
Convenience retailers and vending machine operators [44513],2025-01-01,2025,1,Dollars,531.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-8.762886597938147
Convenience retailers and vending machine operators [44513],2025-02-01,2025,2,Dollars,524.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-11.035653650254673
Convenience retailers and vending machine operators [44513],2025-03-01,2025,3,Dollars,538.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-5.6140350877192935
Convenience retailers and vending machine operators [44513],2025-04-01,2025,4,Dollars,542.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.4545454545454528
Convenience retailers and vending machine operators [44513],2025-05-01,2025,5,Dollars,515.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-6.36363636363636
Convenience retailers and vending machine operators [44513],2025-06-01,2025,6,Dollars,538.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.18621973929235924
Convenience retailers and vending machine operators [44513],2025-07-01,2025,7,Dollars,522.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.8674033149171283
Convenience retailers and vending machine operators [44513],2025-08-01,2025,8,Dollars,520.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-3.3457249070631967
Convenience retailers and vending machine operators [44513],2025-09-01,2025,9,Dollars,518.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.4280442804427995
Convenience retailers and vending machine operators [44513],2025-10-01,2025,10,Dollars,528.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.0408163265306145
Convenience retailers and vending machine operators [44513],2025-11-01,2025,11,Dollars,522.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-4.744525547445255
Convenience retailers and vending machine operators [44513],2025-12-01,2025,12,Dollars,528.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.5649717514124242
Convenience retailers and vending machine operators [44513],2026-01-01,2026,1,Dollars,524.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-1.3182674199623379
Convenience retailers and vending machine operators [44513],2026-02-01,2026,2,Dollars,531.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.3358778625954137
Convenience retailers and vending machine operators [44513],2026-03-01,2026,3,Dollars,525.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-2.4163568773234223
Food and beverage retailers [445],2017-01-01,2017,1,Dollars,10174.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-02-01,2017,2,Dollars,10248.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-03-01,2017,3,Dollars,10171.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-04-01,2017,4,Dollars,10164.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-05-01,2017,5,Dollars,10266.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-06-01,2017,6,Dollars,10277.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-07-01,2017,7,Dollars,10298.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-08-01,2017,8,Dollars,10156.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-09-01,2017,9,Dollars,10138.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-10-01,2017,10,Dollars,10238.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-11-01,2017,11,Dollars,10125.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2017-12-01,2017,12,Dollars,10273.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),
Food and beverage retailers [445],2018-01-01,2018,1,Dollars,10190.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.1572636131315086
Food and beverage retailers [445],2018-02-01,2018,2,Dollars,10198.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),-0.4879000780640075
Food and beverage retailers [445],2018-03-01,2018,3,Dollars,10254.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),0.816045619899719
Food and beverage retailers [445],2018-04-01,2018,4,Dollars,10290.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.2396694214876103
Food and beverage retailers [445],2018-05-01,2018,5,Dollars,10482.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.104032729398009
Food and beverage retailers [445],2018-06-01,2018,6,Dollars,10456.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),1.7417534299893012
Food and beverage retailers [445],2018-07-01,2018,7,Dollars,10507.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.029520295202958
Food and beverage retailers [445],2018-08-01,2018,8,Dollars,10587.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),4.243796770382047
Food and beverage retailers [445],2018-09-01,2018,9,Dollars,10720.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),5.740777273623987
Food and beverage retailers [445],2018-10-01,2018,10,Dollars,10585.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),3.389333854268406
Food and beverage retailers [445],2018-11-01,2018,11,Dollars,10346.0,Canada,Retail sales at 2017 constant prices (Unchained Laspeyres Index),2.182716049382716
